Pokemon_1 ,Type_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2 ,Type_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner,Index
Munchlax,Normal,135,85,40,5,265,Regirock,Rock,80,100,200,50,387.5,0,15948
Riolu,Fighting,40,70,40,60,210,Rockruff,Rock,45,65,40,60,140,1,15949
Lucario,Fighting,70,110,70,90,340,Roggenrola,Rock,55,75,85,15,120,1,15950
Mega Lucario,Fighting,70,145,88,112,415,Rolycoly,Rock,30,40,50,30,5,1,15951
Hippopotas,Ground,68,72,78,32,250,Shieldon,Rock,30,42,118,30,-68,1,15952
Hippowdon,Ground,108,112,118,47,385,Solrock,Rock,90,95,85,70,340,1,15953
Skorupi,Poison,40,50,90,65,245,Stakataka,Rock,61,131,211,13,416,0,15954
Drapion,Poison,70,90,110,95,365,Stonjourner,Rock,100,125,135,70,385,0,15955
Croagunk,Poison,48,61,40,50,199,Sudowoodo,Rock,70,100,115,30,284.5,0,15956
Toxicroak,Poison,83,106,65,85,339,Terrakion,Rock,91,129,90,108,365,0,15957
Carnivine,Grass,74,100,72,46,292,Tyranitar,Rock,100,134,110,61,205,1,15958
Finneon,Water,49,49,56,66,220,Tyrantrum,Rock,82,121,119,71,344,0,15959
Lumineon,Water,69,69,76,91,305,Tyrunt,Rock,58,89,77,48,203,1,15960
Mantyke,Water,45,20,50,50,165,Aerodactyl,Rock,80,105,65,130,340,0,15961
Snover,Grass,60,62,50,40,212,Alolan Geodude,Rock,40,80,100,20,116,1,15962
Abomasnow,Grass,90,92,75,60,317,Alolan Golem,Rock,80,120,130,45,191,1,15963
Mega Abomasnow,Grass,90,132,105,30,357,Alolan Graveler,Rock,55,95,115,35,36,1,15964
Weavile,Dark,70,120,65,125,380,Amaura,Rock,77,59,50,46,112,1,15965
Magnezone,Electric,70,70,115,60,315,Anorith,Rock,45,95,50,75,195,1,15966
Lickilicky,Normal,110,85,95,50,340,Archen,Rock,55,112,45,70,239.5,1,15967
Rhyperior,Ground,115,140,130,40,425,Archeops,Rock,75,140,65,110,390,1,15968
Tangrowth,Grass,100,100,125,50,375,Armaldo,Rock,75,125,100,45,245,1,15969
Electivire,Electric,75,123,67,95,360,Aurorus,Rock,123,77,72,58,207,1,15970
Magmortar,Fire,75,95,67,83,320,Barbaracle,Rock,72,105,115,68,336.25,0,15971
Togekiss,Fairy,85,50,95,80,310,Bastiodon,Rock,60,52,168,30,285,1,15972
Yanmega,Bug,86,76,86,95,343,Binacle,Rock,42,52,67,50,135,1,15973
Leafeon,Grass,65,110,130,95,400,Boldore,Rock,70,105,105,20,80,1,15974
Glaceon,Ice,65,60,110,65,300,Bonsly,Rock,50,80,95,10,175,1,15975
Gliscor,Ground,75,95,125,95,390,Carbink,Rock,50,50,150,50,110,1,15976
Mamoswine,Ice,110,130,80,80,400,Carkol,Rock,80,60,90,50,215,1,15977
Porygon-Z,Normal,85,80,70,90,325,Coalossal,Rock,110,80,120,30,300,1,15978
Gallade,Psychic,68,125,65,80,338,Cradily,Rock,86,81,97,43,182,1,15979
Mega Gallade,Psychic,68,165,95,110,438,Cranidos,Rock,67,125,40,58,125,1,15980
Probopass,Rock,60,55,145,40,300,Diancie,Rock,50,100,150,50,295,1,15981
Dusknoir,Ghost,45,100,135,45,325,Geodude,Rock,40,80,100,20,140,1,15982
Froslass,Ice,70,80,70,110,330,Gigalith,Rock,85,135,130,25,295,1,15983
Rotom,Electric,50,50,77,91,268,Golem,Rock,80,120,130,45,375,0,15984
Heat Rotom,Electric,50,65,107,86,308,Graveler,Rock,55,95,115,35,300,1,15985
Wash Rotom,Electric,50,65,107,86,308,Kabuto,Rock,30,80,90,55,125,1,15986
Frost Rotom,Electric,50,65,107,86,308,Kabutops,Rock,60,115,105,80,230,1,15987
Fan Rotom,Electric,50,65,107,86,308,Larvitar,Rock,50,64,50,41,205,1,15988
Mow Rotom,Electric,50,65,107,86,308,Lileep,Rock,66,41,77,23,174.5,1,15989
Uxie,Psychic,75,75,130,95,375,Lunatone,Rock,90,55,65,70,242.5,1,15990
Mesprit,Psychic,80,105,105,80,370,Lycanroc Dusk Form,Rock,75,117,65,110,262,1,15991
Azelf,Psychic,75,125,70,115,385,Lycanroc Midday Form,Rock,75,115,65,112,242,1,15992
Dialga,Steel,100,120,120,90,430,Lycanroc Midnight Form,Rock,85,115,75,82,117,1,15993
Palkia,Water,90,120,100,100,410,Mega Aerodactyl,Rock,80,135,85,150,210,1,15994
Heatran,Fire,91,90,106,77,364,Mega Diancie,Rock,50,160,110,110,385,0,15995
Regigigas,Normal,110,160,110,100,480,Mega Tyranitar,Rock,100,164,150,71,405,1,15996
Giratina Altered Forme,Ghost,150,100,120,90,460,Minior Core Form,Rock,60,100,60,120,240,1,15997
Giratina Origin Forme,Ghost,150,120,100,90,460,Minior Meteor Form,Rock,60,60,100,60,160,1,15998
Cresselia,Psychic,120,70,120,85,395,Nihilego,Rock,109,53,47,103,172,1,15999
Phione,Water,80,80,80,80,320,Nosepass,Rock,30,45,135,30,80,1,16000
Manaphy,Water,100,100,100,100,400,Omanyte,Rock,35,40,100,35,110,1,16001
Darkrai,Dark,70,90,90,125,375,Omastar,Rock,70,60,125,55,220,1,16002
Shaymin Land Forme,Grass,100,100,100,100,400,Onix,Rock,35,45,160,70,-90,1,16003
Shaymin Sky Forme,Grass,100,103,75,127,405,Own Tempo Rockruff,Rock,45,65,40,60,4,1,16004
Arceus,Normal,120,120,120,120,480,Probopass,Rock,60,55,145,40,270,1,16005
Victini,Psychic,100,100,100,100,400,Pupitar,Rock,70,84,70,51,175,1,16006
Snivy,Grass,45,45,55,63,208,Rampardos,Rock,97,165,60,58,290,0,16007
Servine,Grass,60,60,75,83,278,Regirock,Rock,80,100,200,50,310,0,16008
Serperior,Grass,75,75,95,113,358,Rockruff,Rock,45,65,40,60,60,1,16009
Tepig,Fire,65,63,45,45,218,Roggenrola,Rock,55,75,85,15,198.5,1,16010
Pignite,Fire,90,93,55,55,293,Rolycoly,Rock,30,40,50,30,103.5,1,16011
Emboar,Fire,110,123,65,65,363,Shieldon,Rock,30,42,118,30,97,1,16012
Oshawott,Water,55,55,45,45,200,Solrock,Rock,90,95,85,70,230,0,16013
Dewott,Water,75,75,60,60,270,Stakataka,Rock,61,131,211,13,266,1,16014
Samurott,Water,95,100,85,70,350,Stonjourner,Rock,100,125,135,70,230,1,16015
Patrat,Normal,45,55,39,42,181,Sudowoodo,Rock,70,100,115,30,287.5,0,16016
Watchog,Normal,60,85,69,77,291,Terrakion,Rock,91,129,90,108,375.5,0,16017
Lillipup,Normal,45,60,45,55,205,Tyranitar,Rock,100,134,110,61,375,0,16018
Herdier,Normal,65,80,65,60,270,Tyrantrum,Rock,82,121,119,71,353,0,16019
Stoutland,Normal,85,110,90,80,365,Tyrunt,Rock,58,89,77,48,217,1,16020
Purrloin,Dark,41,50,37,66,194,Aerodactyl,Rock,80,105,65,130,330,0,16021
Liepard,Dark,64,88,50,106,308,Alolan Geodude,Rock,40,80,100,20,152,1,16022
Pansage,Grass,50,53,48,64,215,Alolan Golem,Rock,80,120,130,45,269,0,16023
Simisage,Grass,75,98,63,101,337,Alolan Graveler,Rock,55,95,115,35,104,1,16024
Pansear,Fire,50,53,48,64,215,Amaura,Rock,77,59,50,46,179,1,16025
Simisear,Fire,75,98,63,101,337,Anorith,Rock,45,95,50,75,167,1,16026
Panpour,Water,50,53,48,64,215,Archen,Rock,55,112,45,70,176,1,16027
Simipour,Water,75,98,63,101,337,Archeops,Rock,75,140,65,110,194,1,16028
Munna,Psychic,76,25,45,24,170,Armaldo,Rock,75,125,100,45,320,0,16029
Musharna,Psychic,116,55,85,29,285,Aurorus,Rock,123,77,72,58,275,1,16030
Pidove,Normal,50,55,50,43,198,Barbaracle,Rock,72,105,115,68,332.5,0,16031
Tranquill,Normal,62,77,62,65,266,Bastiodon,Rock,60,52,168,30,290.75,0,16032
Unfezant,Normal,80,115,80,93,368,Binacle,Rock,42,52,67,50,153.5,1,16033
Blitzle,Electric,45,60,32,76,213,Boldore,Rock,70,105,105,20,240,0,16034
Zebstrika,Electric,75,100,63,116,354,Bonsly,Rock,50,80,95,10,135,1,16035
Roggenrola,Rock,55,75,85,15,230,Carbink,Rock,50,50,150,50,225,1,16036
Boldore,Rock,70,105,105,20,300,Carkol,Rock,80,60,90,50,70,1,16037
Gigalith,Rock,85,135,130,25,375,Coalossal,Rock,110,80,120,30,70,1,16038
Woobat,Psychic,65,45,43,72,225,Cradily,Rock,86,81,97,43,262,0,16039
Swoobat,Psychic,67,57,55,114,293,Cranidos,Rock,67,125,40,58,233,1,16040
Drilbur,Ground,60,85,40,68,253,Diancie,Rock,50,100,150,50,180,1,16041
Excadrill,Ground,110,135,60,88,393,Geodude,Rock,40,80,100,20,-30,1,16042
Audino,Normal,103,60,86,50,299,Gigalith,Rock,85,135,130,25,345,0,16043
Mega Audino,Normal,103,60,126,50,339,Golem,Rock,80,120,130,45,345,0,16044
Timburr,Fighting,75,80,55,35,245,Graveler,Rock,55,95,115,35,220,1,16045
Gurdurr,Fighting,85,105,85,40,315,Kabuto,Rock,30,80,90,55,150,1,16046
Conkeldurr,Fighting,105,140,95,45,385,Kabutops,Rock,60,115,105,80,220,1,16047
Tympole,Water,50,50,40,64,204,Larvitar,Rock,50,64,50,41,5,1,16048
Palpitoad,Water,75,65,55,69,264,Lileep,Rock,66,41,77,23,142,1,16049
Seismitoad,Water,105,95,75,74,349,Lunatone,Rock,90,55,65,70,90,1,16050
Throh,Fighting,120,100,85,45,350,Lycanroc Dusk Form,Rock,75,117,65,110,267,1,16051
Sawk,Fighting,75,125,75,85,360,Lycanroc Midday Form,Rock,75,115,65,112,242,1,16052
Sewaddle,Bug,45,53,70,42,210,Lycanroc Midnight Form,Rock,85,115,75,82,304,0,16053
Swadloon,Bug,55,63,90,42,250,Mega Aerodactyl,Rock,80,135,85,150,418.5,0,16054
Leavanny,Bug,75,103,80,92,350,Mega Diancie,Rock,50,160,110,110,378.5,0,16055
Venipede,Bug,30,45,59,57,191,Mega Tyranitar,Rock,100,164,150,71,395,0,16056
Whirlipede,Bug,40,55,99,47,241,Minior Core Form,Rock,60,100,60,120,312.5,0,16057
Scolipede,Bug,60,100,89,112,361,Minior Meteor Form,Rock,60,60,100,60,230,1,16058
Cottonee,Grass,40,27,60,66,193,Nihilego,Rock,109,53,47,103,285,0,16059
Whimsicott,Grass,60,67,85,116,328,Nosepass,Rock,30,45,135,30,106,1,16060
Petilil,Grass,45,35,50,30,160,Omanyte,Rock,35,40,100,35,70,1,16061
Lilligant,Grass,70,60,75,90,295,Omastar,Rock,70,60,125,55,70,1,16062
Basculin Red-Striped Form,Water,70,92,65,98,325,Onix,Rock,35,45,160,70,-58,1,16063
Basculin Blue-Striped Form,Water,70,92,65,98,325,Own Tempo Rockruff,Rock,45,65,40,60,26,1,16064
Sandile,Ground,50,72,35,65,222,Probopass,Rock,60,55,145,40,12,1,16065
Krokorok,Ground,60,82,45,74,261,Pupitar,Rock,70,84,70,51,111,1,16066
Krookodile,Ground,95,117,80,92,384,Rampardos,Rock,97,165,60,58,146,1,16067
Darumaka,Fire,70,90,45,50,255,Regirock,Rock,80,100,200,50,385,0,16068
Galarian Darumaka,Ice,70,90,45,50,255,Rockruff,Rock,45,65,40,60,120,1,16069
Darmanitan Standard Mode,Fire,105,140,55,95,395,Roggenrola,Rock,55,75,85,15,160,1,16070
Darmanitan Zen Mode,Fire,105,30,105,55,295,Rolycoly,Rock,30,40,50,30,135,1,16071
Darmanitan Galarian Standard Mode,Ice,105,140,55,95,395,Shieldon,Rock,30,42,118,30,150,1,16072
Darmanitan Galarian Zen Mode,Ice,105,160,55,135,455,Solrock,Rock,90,95,85,70,180,1,16073
Maractus,Grass,75,86,67,60,288,Stakataka,Rock,61,131,211,13,330,0,16074
Dwebble,Bug,50,65,85,55,255,Stonjourner,Rock,100,125,135,70,365,0,16075
Crustle,Bug,70,105,125,45,345,Sudowoodo,Rock,70,100,115,30,210,1,16076
Scraggy,Dark,50,75,70,48,243,Terrakion,Rock,91,129,90,108,380.5,0,16077
Scrafty,Dark,65,90,115,58,328,Tyranitar,Rock,100,134,110,61,360,0,16078
Sigilyph,Psychic,72,58,80,97,307,Tyrantrum,Rock,82,121,119,71,335,0,16079
Yamask,Ghost,38,30,85,30,183,Tyrunt,Rock,58,89,77,48,242,0,16080
Galarian Yamask,Ground,38,55,85,30,208,Aerodactyl,Rock,80,105,65,130,380,0,16081
Cofagrigus,Ghost,58,50,145,30,283,Alolan Geodude,Rock,40,80,100,20,190,1,16082
Tirtouga,Water,54,78,103,22,257,Alolan Golem,Rock,80,120,130,45,219,1,16083
Carracosta,Water,74,108,133,32,347,Alolan Graveler,Rock,55,95,115,35,84,1,16084
Archen,Rock,55,112,45,70,282,Amaura,Rock,77,59,50,46,8,1,16085
Archeops,Rock,75,140,65,110,390,Anorith,Rock,45,95,50,75,-15,1,16086
Trubbish,Poison,50,50,62,65,227,Archen,Rock,55,112,45,70,257,0,16087
Garbodor,Poison,80,95,82,75,332,Archeops,Rock,75,140,65,110,342.5,0,16088
Zorua,Dark,40,65,40,65,210,Armaldo,Rock,75,125,100,45,280,0,16089
Zoroark,Dark,60,105,60,105,330,Aurorus,Rock,123,77,72,58,225,1,16090
Minccino,Normal,55,50,40,75,220,Barbaracle,Rock,72,105,115,68,335,0,16091
Cinccino,Normal,75,95,60,115,345,Bastiodon,Rock,60,52,168,30,286.25,1,16092
Gothita,Psychic,45,30,50,45,170,Binacle,Rock,42,52,67,50,181,0,16093
Gothorita,Psychic,60,45,70,55,230,Boldore,Rock,70,105,105,20,255,0,16094
Gothitelle,Psychic,70,55,95,65,285,Bonsly,Rock,50,80,95,10,180,1,16095
Solosis,Psychic,45,30,40,20,135,Carbink,Rock,50,50,150,50,270,0,16096
Duosion,Psychic,65,40,50,30,185,Carkol,Rock,80,60,90,50,240,0,16097
Reuniclus,Psychic,110,65,75,30,280,Coalossal,Rock,110,80,120,30,275,1,16098
Ducklett,Water,62,44,50,55,211,Cradily,Rock,86,81,97,43,263,0,16099
Swanna,Water,75,87,63,98,323,Cranidos,Rock,67,125,40,58,116,1,16100
Vanillite,Ice,36,50,50,44,180,Diancie,Rock,50,100,150,50,300,0,16101
Vanillish,Ice,51,65,65,59,240,Geodude,Rock,40,80,100,20,110,1,16102
Vanilluxe,Ice,71,95,85,79,330,Gigalith,Rock,85,135,130,25,280,1,16103
Deerling,Normal,60,60,50,75,245,Golem,Rock,80,120,130,45,345,0,16104
Sawsbuck,Normal,80,100,70,95,345,Graveler,Rock,55,95,115,35,250,1,16105
Emolga,Electric,55,75,60,103,293,Kabuto,Rock,30,80,90,55,105,1,16106
Karrablast,Bug,50,75,45,60,230,Kabutops,Rock,60,115,105,80,285,0,16107
Escavalier,Bug,70,135,105,20,330,Larvitar,Rock,50,64,50,41,70,1,16108
Foongus,Grass,69,55,45,15,184,Lileep,Rock,66,41,77,23,152,1,16109
Amoonguss,Grass,114,85,70,30,299,Lunatone,Rock,90,55,65,70,110,1,16110
Frillish,Water,55,40,50,40,185,Lycanroc Dusk Form,Rock,75,117,65,110,287,0,16111
Jellicent,Water,100,60,70,60,290,Lycanroc Midday Form,Rock,75,115,65,112,247,1,16112
Alomomola,Water,165,75,80,65,385,Lycanroc Midnight Form,Rock,85,115,75,82,207,1,16113
Joltik,Bug,50,47,50,65,212,Mega Aerodactyl,Rock,80,135,85,150,426.5,0,16114
Galvantula,Bug,70,77,60,108,315,Mega Diancie,Rock,50,160,110,110,391.5,0,16115
Ferroseed,Grass,44,50,91,10,195,Mega Tyranitar,Rock,100,164,150,71,385,0,16116
Ferrothorn,Grass,74,94,131,20,319,Minior Core Form,Rock,60,100,60,120,246,1,16117
Klink,Steel,40,55,70,30,195,Minior Meteor Form,Rock,60,60,100,60,170,1,16118
Klang,Steel,60,80,95,50,285,Nihilego,Rock,109,53,47,103,152,1,16119
Klinklang,Steel,60,100,115,90,365,Nosepass,Rock,30,45,135,30,40,1,16120
Tynamo,Electric,35,55,40,60,190,Omanyte,Rock,35,40,100,35,100,1,16121
Eelektrik,Electric,65,85,70,40,260,Omastar,Rock,70,60,125,55,140,1,16122
Eelektross,Electric,85,115,80,50,330,Onix,Rock,35,45,160,70,310,1,16123
Elgyem,Psychic,55,55,55,30,195,Own Tempo Rockruff,Rock,45,65,40,60,155,1,16124
Beheeyem,Psychic,75,75,75,40,265,Probopass,Rock,60,55,145,40,262.5,1,16125
Litwick,Ghost,50,30,55,20,155,Pupitar,Rock,70,84,70,51,245,0,16126
Lampent,Ghost,60,40,60,55,215,Rampardos,Rock,97,165,60,58,340,0,16127
Chandelure,Ghost,60,55,90,80,285,Regirock,Rock,80,100,200,50,375,0,16128
Axew,Dragon,46,87,60,57,250,Rockruff,Rock,45,65,40,60,123,1,16129
Fraxure,Dragon,66,117,70,67,320,Roggenrola,Rock,55,75,85,15,113,1,16130
Haxorus,Dragon,76,147,90,97,410,Rolycoly,Rock,30,40,50,30,3,1,16131
Cubchoo,Ice,55,70,40,40,205,Shieldon,Rock,30,42,118,30,185,1,16132
Beartic,Ice,95,130,80,50,355,Solrock,Rock,90,95,85,70,210,1,16133
Cryogonal,Ice,80,50,50,105,285,Stakataka,Rock,61,131,211,13,391,0,16134
Shelmet,Bug,50,40,85,25,200,Stonjourner,Rock,100,125,135,70,390,0,16135
Accelgor,Bug,80,70,40,145,335,Sudowoodo,Rock,70,100,115,30,245,1,16136
Stunfisk,Ground,109,66,84,32,291,Terrakion,Rock,91,129,90,108,286,1,16137
Galarian Stunfisk,Ground,109,81,99,32,321,Tyranitar,Rock,100,134,110,61,243,1,16138
Mienfoo,Fighting,45,85,50,65,245,Tyrantrum,Rock,82,121,119,71,223,1,16139
Mienshao,Fighting,65,125,60,105,355,Tyrunt,Rock,58,89,77,48,22,1,16140
Druddigon,Dragon,77,120,90,48,335,Aerodactyl,Rock,80,105,65,130,260,1,16141
Golett,Ground,59,74,50,35,218,Alolan Geodude,Rock,40,80,100,20,-56,1,16142
Golurk,Ground,89,124,80,55,348,Alolan Golem,Rock,80,120,130,45,-121,1,16143
Pawniard,Dark,45,85,70,60,260,Alolan Graveler,Rock,55,95,115,35,215,1,16144
Bisharp,Dark,65,125,100,70,360,Amaura,Rock,77,59,50,46,107,1,16145
Bouffalant,Normal,95,110,95,55,355,Anorith,Rock,45,95,50,75,210,1,16146
Rufflet,Normal,70,83,50,60,263,Archen,Rock,55,112,45,70,240.5,1,16147
Braviary,Normal,100,123,75,80,378,Archeops,Rock,75,140,65,110,328.5,1,16148
Vullaby,Dark,70,55,75,60,260,Armaldo,Rock,75,125,100,45,290,0,16149
Mandibuzz,Dark,110,65,105,80,360,Aurorus,Rock,123,77,72,58,265,1,16150
Heatmor,Fire,85,97,66,65,313,Barbaracle,Rock,72,105,115,68,335.75,0,16151
Durant,Bug,58,109,112,109,388,Bastiodon,Rock,60,52,168,30,255.5,1,16152
Deino,Dark,52,65,50,38,205,Binacle,Rock,42,52,67,50,146,1,16153
Zweilous,Dark,72,85,70,58,285,Boldore,Rock,70,105,105,20,215,1,16154
Hydreigon,Dark,92,105,90,98,385,Bonsly,Rock,50,80,95,10,130,1,16155
Larvesta,Bug,55,85,55,60,255,Carbink,Rock,50,50,150,50,257.5,0,16156
Volcarona,Bug,85,60,65,100,310,Carkol,Rock,80,60,90,50,250,1,16157
Cobalion,Steel,91,90,129,108,418,Coalossal,Rock,110,80,120,30,250,1,16158
Terrakion,Rock,91,129,90,108,418,Cradily,Rock,86,81,97,43,178,1,16159
Virizion,Grass,91,90,72,108,361,Cranidos,Rock,67,125,40,58,110,1,16160
Tornadus Incarnate Forme,Flying,79,115,70,111,375,Diancie,Rock,50,100,150,50,292.5,1,16161
Tornadus Therian Forme,Flying,79,100,80,121,380,Geodude,Rock,40,80,100,20,190,1,16162
Thundurus Incarnate Forme,Electric,79,115,70,111,375,Gigalith,Rock,85,135,130,25,260,1,16163
Thundurus Therian Forme,Electric,79,105,70,101,355,Golem,Rock,80,120,130,45,375,0,16164
Reshiram,Dragon,100,120,100,90,410,Graveler,Rock,55,95,115,35,180,1,16165
Zekrom,Dragon,100,150,120,90,460,Kabuto,Rock,30,80,90,55,105,1,16166
Landorus Incarnate Forme,Ground,89,125,90,101,405,Kabutops,Rock,60,115,105,80,110,1,16167
Landorus Therian Forme,Ground,89,145,90,91,415,Larvitar,Rock,50,64,50,41,-85,1,16168
Kyurem,Dragon,125,130,90,95,440,Lileep,Rock,66,41,77,23,77,1,16169
Black Kyurem,Dragon,125,170,100,95,490,Lunatone,Rock,90,55,65,70,110,1,16170
White Kyurem,Dragon,125,120,90,95,430,Lycanroc Dusk Form,Rock,75,117,65,110,247,1,16171
Keldeo Ordinary Forme,Water,91,72,90,108,361,Lycanroc Midday Form,Rock,75,115,65,112,223,1,16172
Keldeo Resolute Forme,Water,91,72,90,108,361,Lycanroc Midnight Form,Rock,85,115,75,82,213,1,16173
Meloetta Aria Forme,Normal,100,77,77,90,344,Mega Aerodactyl,Rock,80,135,85,150,411.5,0,16174
Meloetta Pirouette Forme,Normal,100,128,90,128,446,Mega Diancie,Rock,50,160,110,110,366,1,16175
Genesect,Bug,71,120,95,99,385,Mega Tyranitar,Rock,100,164,150,71,245,1,16176
Chespin,Grass,56,61,65,38,220,Minior Core Form,Rock,60,100,60,120,279,0,16177
Quilladin,Grass,61,78,95,57,291,Minior Meteor Form,Rock,60,60,100,60,202,1,16178
Chesnaught,Grass,88,107,122,64,381,Nihilego,Rock,109,53,47,103,205,1,16179
Fennekin,Fire,40,45,40,60,185,Nosepass,Rock,30,45,135,30,217.5,0,16180
Braixen,Fire,59,59,58,73,249,Omanyte,Rock,35,40,100,35,195.25,1,16181
Delphox,Fire,75,69,72,104,320,Omastar,Rock,70,60,125,55,292.75,1,16182
Froakie,Water,41,56,40,71,208,Onix,Rock,35,45,160,70,86,1,16183
Frogadier,Water,54,63,52,97,266,Own Tempo Rockruff,Rock,45,65,40,60,84,1,16184
Greninja,Water,72,95,67,122,356,Probopass,Rock,60,55,145,40,110,1,16185
Ash-Greninja,Water,72,145,67,132,416,Pupitar,Rock,70,84,70,51,-305,1,16186
Bunnelby,Normal,38,36,38,57,169,Rampardos,Rock,97,165,60,58,362,0,16187
Diggersby,Normal,85,56,77,78,296,Regirock,Rock,80,100,200,50,402,0,16188
Fletchling,Normal,45,50,43,62,200,Rockruff,Rock,45,65,40,60,185,1,16189
Fletchinder,Fire,62,73,55,84,274,Roggenrola,Rock,55,75,85,15,193.5,1,16190
Talonflame,Fire,78,81,71,126,356,Rolycoly,Rock,30,40,50,30,109.5,1,16191
Scatterbug,Bug,38,35,40,35,148,Shieldon,Rock,30,42,118,30,202.5,0,16192
Spewpa,Bug,45,22,60,29,156,Solrock,Rock,90,95,85,70,296,0,16193
Vivillon,Bug,80,52,50,89,271,Stakataka,Rock,61,131,211,13,390,0,16194
Litleo,Fire,62,50,58,72,242,Stonjourner,Rock,100,125,135,70,405,0,16195
Pyroar,Fire,86,68,72,106,332,Sudowoodo,Rock,70,100,115,30,281,1,16196
Flab̩b̩,Fairy,44,38,39,42,163,Terrakion,Rock,91,129,90,108,342,0,16197
Floette,Fairy,54,45,47,52,198,Tyranitar,Rock,100,134,110,61,315,0,16198
Florges,Fairy,78,65,68,75,286,Tyrantrum,Rock,82,121,119,71,263,1,16199
Skiddo,Grass,66,65,48,52,231,Tyrunt,Rock,58,89,77,48,207,1,16200
Gogoat,Grass,123,100,62,68,353,Aerodactyl,Rock,80,105,65,130,280,1,16201
Pancham,Fighting,67,82,62,43,254,Alolan Geodude,Rock,40,80,100,20,158,1,16202
Pangoro,Fighting,95,124,78,58,355,Alolan Golem,Rock,80,120,130,45,251,1,16203
Furfrou,Normal,75,80,60,102,317,Alolan Graveler,Rock,55,95,115,35,260,1,16204
Espurr,Psychic,62,48,54,68,232,Amaura,Rock,77,59,50,46,184,1,16205
Meowstic Male,Psychic,74,48,76,104,302,Anorith,Rock,45,95,50,75,217,1,16206
Meowstic Female,Psychic,74,48,76,104,302,Archen,Rock,55,112,45,70,234,1,16207
Honedge,Steel,45,80,100,28,253,Archeops,Rock,75,140,65,110,230,1,16208
Doublade,Steel,59,110,150,35,354,Armaldo,Rock,75,125,100,45,125,1,16209
Aegislash Blade Forme,Steel,60,150,50,60,320,Aurorus,Rock,123,77,72,58,-270,1,16210
Aegislash Shield Forme,Steel,60,50,150,60,320,Barbaracle,Rock,72,105,115,68,310,1,16211
Spritzee,Fairy,78,52,60,23,213,Bastiodon,Rock,60,52,168,30,284,0,16212
Aromatisse,Fairy,101,72,72,29,274,Binacle,Rock,42,52,67,50,139,1,16213
Swirlix,Fairy,62,48,66,49,225,Boldore,Rock,70,105,105,20,252,0,16214
Slurpuff,Fairy,82,80,86,72,320,Bonsly,Rock,50,80,95,10,155,1,16215
Inkay,Dark,53,54,53,45,205,Carbink,Rock,50,50,150,50,273,0,16216
Malamar,Dark,86,92,88,73,339,Carkol,Rock,80,60,90,50,188,1,16217
Binacle,Rock,42,52,67,50,211,Coalossal,Rock,110,80,120,30,236,0,16218
Barbaracle,Rock,72,105,115,68,360,Cradily,Rock,86,81,97,43,202,1,16219
Skrelp,Poison,50,60,60,30,200,Cranidos,Rock,67,125,40,58,260,0,16220
Dragalge,Poison,65,75,90,44,274,Diancie,Rock,50,100,150,50,275,0,16221
Clauncher,Water,50,53,62,44,209,Geodude,Rock,40,80,100,20,28,1,16222
Clawitzer,Water,71,73,88,59,291,Gigalith,Rock,85,135,130,25,229,1,16223
Helioptile,Electric,44,38,33,70,185,Golem,Rock,80,120,130,45,375,0,16224
Heliolisk,Electric,62,55,52,109,278,Graveler,Rock,55,95,115,35,300,0,16225
Tyrunt,Rock,58,89,77,48,272,Kabuto,Rock,30,80,90,55,166,1,16226
Tyrantrum,Rock,82,121,119,71,393,Kabutops,Rock,60,115,105,80,239,1,16227
Amaura,Rock,77,59,50,46,232,Larvitar,Rock,50,64,50,41,175.5,1,16228
Aurorus,Rock,123,77,72,58,330,Lileep,Rock,66,41,77,23,130,1,16229
Sylveon,Fairy,95,65,65,60,285,Lunatone,Rock,90,55,65,70,215,1,16230
Hawlucha,Fighting,78,92,75,118,363,Lycanroc Dusk Form,Rock,75,117,65,110,275,1,16231
Dedenne,Electric,67,58,57,101,283,Lycanroc Midday Form,Rock,75,115,65,112,309,0,16232
Carbink,Rock,50,50,150,50,300,Lycanroc Midnight Form,Rock,85,115,75,82,307,0,16233
Goomy,Dragon,45,50,35,40,170,Mega Aerodactyl,Rock,80,135,85,150,400,0,16234
Sliggoo,Dragon,68,75,53,60,256,Mega Diancie,Rock,50,160,110,110,430,0,16235
Goodra,Dragon,90,100,70,80,340,Mega Tyranitar,Rock,100,164,150,71,385,0,16236
Klefki,Steel,57,80,91,75,303,Minior Core Form,Rock,60,100,60,120,180,1,16237
Phantump,Ghost,43,70,48,38,199,Minior Meteor Form,Rock,60,60,100,60,210,0,16238
Trevenant,Ghost,85,110,76,56,327,Nihilego,Rock,109,53,47,103,202,1,16239
Pumpkaboo Average Size,Ghost,49,66,70,51,236,Nosepass,Rock,30,45,135,30,174,1,16240
Pumpkaboo Small Size,Ghost,44,66,70,56,236,Omanyte,Rock,35,40,100,35,144,1,16241
Pumpkaboo Large Size,Ghost,54,66,70,46,236,Omastar,Rock,70,60,125,55,244,0,16242
Pumpkaboo Super Size,Ghost,59,66,70,41,236,Onix,Rock,35,45,160,70,244,0,16243
Gourgeist Average Size,Ghost,65,90,122,84,361,Own Tempo Rockruff,Rock,45,65,40,60,120,1,16244
